Brand,Vehicle,Year, Value ,Collection,Rarity,PI,Owned
Lexus,LC 500 ,2021," 250,000 ","""Hard to Find""",RARE,A 719,
Lincoln,Continental ,1962," 250,000 ","""Hard to Find""",EPIC,D 381,0
Local Motors,Rally Fighter ,2014," 100,000 ","Autoshow, Wheelspin, ""Unbeatable Dirt Racing"" accolade",RARE,A 716,
Lola,#6 Penske Sunoco T70 MkIIIB ,1969," 850,000 ","Autoshow, Wheelspin, ""Road Racing's Biggest Fan"" accolade",EPIC,S1 818,
Lotus,Elan Sprint ,1971," 57,000 ","Autoshow, Wheelspin",COMMON,D 443,
Lotus,Esprit Turbo ,1980," 250,000 ","""Hard to Find""",RARE,C 538,0
Lotus,Elise GT1 ,1997," 1,800,000 ","Autoshow, Wheelspin",LEGENDARY,A 794,
Lotus,Elise Series 1 Sport 190 ,1999," 81,000 ","Autoshow, Wheelspin",COMMON,A 711,
Lotus,340R ,2000," 250,000 ","""Hard to Find""",RARE,B 700,0
Lotus,Esprit V8 ,2002," 250,000 ","""Hard to Find""",RARE,A 731,
Lotus,2-Eleven ,2009," 250,000 ","""Hard to Find""",EPIC,A 799,
Lotus,Exige S ,2012," 85,000 ","Autoshow, Wheelspin, ""Skillz"" accolade",RARE,A 754,
Lotus,3-Eleven ,2016," 150,000 ","Autoshow, Wheelspin",EPIC,S1 839,
Lotus,Exige Cup 430 ,2018," 250,000 ","""Halfway Point"" accolade",EPIC,S1 833,0
Lotus,Evija ,2020," 2,500,000 ","Autoshow, ""Horizon Arcade Fan"" accolade",LEGENDARY,S2 994,0
Lotus,Emira ,2023," 95,000 ",Autoshow (DLC: Horizon Racing Car Pack),RARE,A 767,-
Lucid,Air Sapphire ,2023," 250,000 ","""Hard to Find""",RARE,S1 884,0
Lynk & Co,#100 Cyan Racing 03 ,2020," 250,000 ","""Hard to Find""",RARE,A 800,1
Lynk & Co,03+ ,2021," 40,000 ",Autoshow,COMMON,B 679,
Lynk & Co,02 Hatchback ,2022," 250,000 ","""Hard to Find""",RARE,B 637,
Lynk & Co,05+ ,2022," 42,000 ",Autoshow (DLC: Chinese Lucky Stars Car Pack),RARE,B 622,-
Maserati,8CTF ,1939," 10,000,000 ","""Hard to Find""",LEGENDARY,B 657,1
Maserati,MC12 Versione Corsa ,2008," 2,500,000 ","Autoshow, Wheelspin",LEGENDARY,S2 961,0
Maserati,Gran Turismo S ,2010," 156,000 ","Autoshow, Wheelspin",EPIC,A 702,
Maserati,Gran Turismo S Forza Edition ,2010," 500,000 ",Wheelspin,FORZA EDITION,S1 900,
Maserati,Levante S ,2017," 85,000 ","Autoshow, Wheelspin",COMMON,B 696,
Mazda,Savanna RX-7 ,1990," 25,000 ","Wheelspin, ""Three of a Kind"" accolade",EPIC,C 558,
Mazda,323 GT-R ,1992," 25,000 ",Autoshow (DLC: Car Pass),COMMON,C 589,
Mazda,MX-5 Miata ,1994," 25,000 ","Autoshow, Wheelspin",COMMON,D 445,
Mazda,RX-7 ,1997," 35,000 ","Autoshow, Wheelspin",COMMON,B 645,
Mazda,RX-7 Spirit R Type-A ,2002," 30,000 ","Autoshow, Wheelspin",RARE,B 687,
Mazda,Mazdaspeed MX-5 ,2005," 25,000 ","Autoshow, Wheelspin",COMMON,C 587,
Mazda,RX-8 R3 ,2011," 27,000 ","Autoshow, Wheelspin",RARE,B 624,
Mazda,MX-5 ,2013," 26,000 ","Autoshow, Wheelspin",COMMON,C 549,
Mazda,MX-5 ,2016," 35,000 ","Autoshow, Wheelspin",COMMON,B 620,
Mazda,MX-5 Miata RF ,2022," 250,000 ","""Hard to Find""",EPIC,B 626,
McLaren,F1 ,1993," 15,000,000 ",Wheelspin,LEGENDARY,S1 817,0
McLaren,F1 GT ,1997," 15,000,000 ","Autoshow, Wheelspin",LEGENDARY,S1 866,
McLaren,12C Coupé ,2011," 250,000 ","""Hard to Find""",EPIC,S1 832,0
McLaren,P1 ,2013," 1,350,000 ","Autoshow, Wheelspin",LEGENDARY,S2 928,
McLaren,650S Spider ,2014," 420,000 ","""Hard to Find""",EPIC,S1 856,0
McLaren,570S Coupé ,2015," 224,000 ","Autoshow, Wheelspin",EPIC,S1 824,
McLaren,650S Coupé ,2015," 420,000 ","Autoshow, Wheelspin",EPIC,S1 859,
McLaren,600LT Coupé ,2018," 260,000 ","Autoshow, Wheelspin",EPIC,S1 868,
McLaren,720S Coupé ,2018," 340,000 ",Car Collector: McLaren,EPIC,S1 899,
McLaren,Senna ,2018," 1,000,000 ",Autoshow,LEGENDARY,S2 934,
McLaren,720S Spider ,2019," 340,000 ","Autoshow, Wheelspin",EPIC,S1 887,
McLaren,Speedtail ,2019," 2,250,000 ","Autoshow, Wheelspin",LEGENDARY,S2 910,
McLaren,GT ,2020," 210,000 ",Autoshow,COMMON,S1 823,
McLaren,620R ,2021," 400,000 ",Autoshow (DLC: Car Pass),EPIC,S1 864,
McLaren,765LT ,2021," 400,000 ","""Hard to Find""",EPIC,S2 913,0
McLaren,Sabre ,2021," 4,000,000 ",Autoshow (DLC: Acceleration Car Pack),EPIC,S1 887,-
McLaren,Artura ,2023," 285,000 ","""Hard to Find""",EPIC,S1 860,0
Mercedes-AMG,GT S ,2015," 250,000 ","""Hard to Find""",RARE,A 797,
Mercedes-AMG,C 63 S Coupé ,2016," 90,000 ","Autoshow, Wheelspin",RARE,A 755,
Mercedes-AMG,GT R ,2017," 295,000 ","Autoshow, Wheelspin",EPIC,S1 837,
Mercedes-AMG,E 63 S ,2018," 135,000 ",Wheelspin,EPIC,A 778,
Mercedes-AMG,GT 4-Door Coupé ,2018," 175,000 ","Autoshow, Wheelspin",EPIC,A 768,
Mercedes-AMG,GT3 ,2018," 305,000 ",Autoshow (DLC: Apex Allstars Car Pack),RARE,S1 890,-
Mercedes-AMG,GT Black Series ,2021," 325,000 ","""Hard to Find""",EPIC,S1 884,1
Mercedes-AMG,Mercedes-AMG ONE ,2021," 2,700,000 ","Autoshow, Wheelspin",LEGENDARY,S2 927,
Mercedes-AMG,SL 63 ,2021," 250,000 ","""Hard to Find""",RARE,A 789,
Mercedes-Benz,SSK ,1929," 7,500,000 ","Autoshow, Wheelspin",LEGENDARY,D 256,
Mercedes-Benz,W154 ,1939," 20,000,000 ",Car Collector: Mercedes-Benz,LEGENDARY,B 672,
Mercedes-Benz,300 SL Coupé ,1954," 1,200,000 ","Autoshow, Wheelspin",LEGENDARY,D 498,
Mercedes-Benz,300 SLR ,1955," 143,000,000 ",Autoshow,LEGENDARY,A 714,
Mercedes-Benz,280 SL ,1967," 250,000 ","""Hard to Find""",RARE,D 478,
Mercedes-Benz,AMG Hammer Coupe ,1987," 165,000 ","Autoshow, Wheelspin",COMMON,B 681,
Mercedes-Benz,AMG Hammer Wagon ,1987," 200,000 ",Autoshow (DLC: European Automotive Car Pack),RARE,B 675,-
Mercedes-Benz,190E 2.5-16 Evolution II ,1990," 150,000 ","Autoshow, Wheelspin",RARE,C 579,
Mercedes-Benz,500 E ,1992," 250,000 ","""Hard to Find""",RARE,B 616,
Mercedes-Benz,AMG CLK GTR ,1998," 2,000,000 ","Autoshow, Wheelspin",LEGENDARY,S1 829,
Mercedes-Benz,AMG CLK GTR Forza Edition ,1998," 2,250,000 ",Wheelspin,FORZA EDITION,S2 998,
Mercedes-Benz,E 55 AMG Wagon ,2006," 250,000 ","""Hard to Find""",RARE,B 698,0
Mercedes-Benz,SL 65 AMG Black Series ,2009," 300,000 ","""Hard to Find""",EPIC,A 800,0
Mercedes-Benz,SLS AMG ,2011," 200,000 ","Autoshow, Wheelspin, ""'S2' Class Elite"" accolade",EPIC,S1 804,
Mercedes-Benz,C 63 AMG Coupé Black Series ,2012," 150,000 ","Autoshow, Wheelspin",RARE,A 768,
Mercedes-Benz,SLK 55 AMG ,2012," 78,000 ","Autoshow, Wheelspin",RARE,A 740,
Mercedes-Benz,A 45 AMG ,2013," 65,000 ","Autoshow, Wheelspin",RARE,A 707,
Mercedes-Benz,E 63 AMG ,2013," 105,000 ","Autoshow, Wheelspin, ""Kingpin"" accolade",RARE,A 751,
Mercedes-Benz,G 65 AMG ,2013," 350,000 ","Autoshow, Wheelspin, ""Sweet Victory"" accolade",RARE,B 639,
Mercedes-Benz,G 63 AMG 6x6 ,2014," 525,000 ","Autoshow, Wheelspin",EPIC,B 606,
Mercedes-Benz,Unimog U5023 ,2014," 100,000 ","Autoshow, Wheelspin",RARE,D 103,
Mercedes-Benz,#24 Tankpool24 Racing Truck ,2015," 500,000 ","Autoshow, Wheelspin",EPIC,A 702,
Mercedes-Benz,#24 Tankpool24 Racing Truck Forza Edition ,2015," 750,000 ",Wheelspin,FORZA EDITION,A 800,
Mercedes-Benz,X-Class ,2018," 65,000 ","Autoshow, Wheelspin",COMMON,D 368,
Mercury,Cyclone Spoiler ,1970," 35,000 ",Autoshow (DLC: Car Pass),RARE,D 491,
Meyers,Manx ,1971," 35,000 ",Wheelspin,EPIC,D 291,
Meyers,Manx Forza Edition ,1971," 500,000 ",Wheelspin,FORZA EDITION,A 800,
Meyers,Manx 2.0 EV ,2023," 250,000 ","""Hard to Find""",EPIC,B 649,0
MG,Metro 6R4 ,1986," 125,000 ","Wheelspin, ""Rudos"" accolade",LEGENDARY,S1 811,
MG,XPower SV-R ,2005," 50,000 ",Autoshow (DLC: Car Pass),RARE,B 694,
MG,MG3 ,2015," 250,000 ","""Hard to Find""",RARE,D 444,0
MG,#20 MG6 XPower ,2020," 250,000 ","""Hard to Find""",RARE,A 800,0
MG,MG6 XPower ,2021," 250,000 ","""Hard to Find""",RARE,A 716,
MG,MG7 ,2022," 250,000 ","""Hard to Find""",RARE,B 636,
MG,Cyberster ,2023," 90,000 ",Autoshow (DLC: Chinese Lucky Stars Car Pack),RARE,A 767,-
MINI,Cooper S ,1965," 30,000 ","Autoshow, ""Chicken Dinner"" accolade",RARE,D 281,
MINI,Cooper S Forza Edition ,1965," 500,000 ","""Hard to Find""",FORZA EDITION,A 800,1
MINI,John Cooper Works ,2009," 25,000 ","Autoshow, Wheelspin",COMMON,C 598,
MINI,John Cooper Works GP ,2012," 38,000 ","Autoshow, Wheelspin",RARE,B 628,
MINI,X-Raid All4 Racing Countryman ,2014," 250,000 ",Wheelspin,EPIC,B 632,
MINI,John Cooper Works Countryman All4 ,2018," 38,500 ","Autoshow, Wheelspin, ""Off Track"" accolade",COMMON,C 537,
MINI,X-Raid John Cooper Works Buggy ,2018," 250,000 ","Autoshow, Wheelspin",EPIC,B 632,
MINI,John Cooper Works GP ,2021," 42,000 ",Autoshow (DLC: Car Pass),RARE,A 719,
Mitsubishi,Galant VR-4 ,1992," 250,000 ","""Hard to Find""",RARE,C 540,
Mitsubishi,Eclipse GSX ,1995," 25,000 ","Autoshow, Wheelspin",COMMON,C 543,
Mitsubishi,Lancer Evolution III GSR ,1995," 250,000 ","""Hard to Find""",EPIC,B 632,
Mitsubishi,GTO ,1997," 20,000 ","Autoshow, Wheelspin",COMMON,B 610,
Mitsubishi,Montero Evolution ,1997," 60,000 ",Autoshow (DLC: JDM Jewels Car Pack),EPIC,D 457,
Mitsubishi,FTO GP Version R ,1998," 250,000 ","""Hard to Find""",COMMON,C 585,0
Mitsubishi,Starion ESI-R ,1998," 20,000 ","Autoshow, Wheelspin",RARE,C 549,
Mitsubishi,Lancer Evolution VI GSR ,1999," 28,000 ","Autoshow, Wheelspin",RARE,B 659,
Mitsubishi,Lancer Evolution VIII MR ,2004," 31,000 ","Autoshow, Wheelspin",RARE,B 664,
Mitsubishi,#1 Sierra Sierra Enterprises Lancer Evolution Time Attack ,2005," 300,000 ","""Hard to Find""",LEGENDARY,S2 967,
Mitsubishi,Lancer Evolution IX MR ,2006," 27,000 ","Autoshow, Wheelspin",RARE,B 632,
Mitsubishi,Lancer Evolution X GSR ,2008," 43,000 ","Autoshow, Wheelspin, ""'B' Class Elite"" accolade",COMMON,B 649,
Mitsubishi,"Lancer Evolution X GSR ""Welcome Pack"" ",2008," 43,000 ",Autoshow (DLC: Welcome Pack),RARE,A 800,
Morgan,3 Wheeler ,2014," 50,000 ","Autoshow, Wheelspin",COMMON,D 488,
Morgan,Aero GT ,2018," 150,000 ","""Hard to Find""",RARE,A 784,0
Morris,Minor Series II Traveler ,1953," 250,000 ","""Master Explorer"" accolade",COMMON,D 100,0
Morris,Minor 1000 ,1958," 20,000 ","Autoshow, Wheelspin",COMMON,D 100,
Morris,Minor 1000 Forza Edition ,1958," 500,000 ",Wheelspin,FORZA EDITION,A 800,
Morris,Mini-Traveller ,1965," 250,000 ","""Hard to Find""",COMMON,D 100,0
Mosler,MT900 GT3 ,2006," 500,000 ","HW Academy: ""Zoomies"", Autoshow (DLC: Hot Wheels)",RARE,S2 910,
Mosler,MT900S ,2010," 320,000 ","Autoshow, Wheelspin",EPIC,S2 919,
Napier,Napier-Railton ,1933," 1,500,000 ","Autoshow, Wheelspin",LEGENDARY,B 603,
NIO,EP9 ,2016," 1,500,000 ","""Hard to Find""",LEGENDARY,S2 998,1
Nissan,Fairlady Z 432 ,1969," 170,000 ",Car Collector: Nissan,EPIC,D 482,
Nissan,Skyline 2000GT-R ,1971," 60,000 ","Autoshow, Wheelspin",RARE,D 493,
Nissan,Skyline H/T 2000GT-R ,1973," 170,000 ","Autoshow, Wheelspin",EPIC,C 518,
Nissan,Safari Turbo ,1985," 250,000 ","""Hard to Find""",COMMON,D 230,
Nissan,Be-1 ,1987," 19,000 ",Autoshow (DLC: Nissan Retro Rides Car Pack),RARE,D 257,-
Nissan,Skyline GTS-R (HR31) ,1987," 100,000 ","Autoshow, Wheelspin, ""Road to Stardom"" accolade",COMMON,C 543,
Nissan,Pao ,1989," 20,000 ",Autoshow (DLC: Nissan Retro Rides Car Pack),RARE,D 228,-
Nissan,S-Cargo ,1989," 20,000 ",Autoshow (DLC: Nissan Retro Rides Car Pack),RARE,D 222,-
Nissan,Pulsar GTI-R ,1990," 20,000 ","Autoshow, Wheelspin",RARE,C 594,
Nissan,Figaro ,1991," 20,000 ",Autoshow (DLC: Nissan Retro Rides Car Pack),RARE,D 324,-
Nissan,Silvia CLUB K's ,1992," 25,000 ","Autoshow, Wheelspin",COMMON,C 537,
Nissan,240SX SE ,1993," 25,000 ","Autoshow, Wheelspin",COMMON,D 445,
Nissan,Skyline GT-R V-Spec ,1993," 85,000 ","Autoshow, Wheelspin, ""Opening Up"" accolade",RARE,B 626,
Nissan,Fairlady Z Version S Twin Turbo ,1994," 20,000 ","Autoshow, Wheelspin",COMMON,B 607,
Nissan,Silvia K's ,1994," 25,000 ","Autoshow, Wheelspin, ""Ultimate Ultima"" accolade",COMMON,B 617,
Nissan,NISMO GT-R LM ,1995," 1,100,000 ","Autoshow, Wheelspin",LEGENDARY,B 658,
Nissan,Skyline GT-R V-Spec ,1997," 37,000 ","Autoshow, Wheelspin",RARE,B 635,
Nissan,Stagea RS Four V ,1997," 40,000 ",Autoshow (DLC: JDM Jewels Car Pack),EPIC,C 547,
Nissan,R390 (GT1) ,1998," 1,250,000 ","Autoshow, Wheelspin",LEGENDARY,S1 859,
Nissan,Silvia K's AERO ,1998," 25,000 ","Autoshow, Wheelspin",COMMON,B 609,
Nissan,Silvia Spec-R ,2000," 35,000 ","Autoshow, Wheelspin",COMMON,B 632,
Nissan,Skyline GT-R V-Spec II ,2002," 63,000 ","Autoshow, Wheelspin",RARE,B 657,
Nissan,Fairlady Z ,2003," 35,000 ","Autoshow, Wheelspin, ""Fast Track Ticket"" accolade",COMMON,B 650,
Nissan,Fairlady Z Forza Edition ,2003," 500,000 ",Wheelspin,FORZA EDITION,A 800,
Nissan,Donut Media 350Z 'Hi Car' ,2004," 250,000 ","""High Five"" accolade",LEGENDARY,A 792,
Nissan,Donut Media 350Z 'Low Car' ,2004," 250,000 ","""Low Five"" accolade",LEGENDARY,A 733,
Nissan,Pickup #23 Rally Raid ,2004," 500,000 ","Autoshow, Wheelspin",EPIC,C 577,
Nissan,370Z ,2010," 40,000 ","Autoshow, Wheelspin",COMMON,B 688,
Nissan,Tsuru ,2010," 250,000 ","""Hard to Find""",LEGENDARY,D 444,
Nissan,GT-R Black Edition (R35) ,2012," 105,000 ","Autoshow, Wheelspin, ""Teamwork Makes the Dream Work"" accolade",RARE,S1 810,
Nissan,TITAN Warrior Concept ,2016," 50,000 ","Autoshow, Wheelspin",COMMON,D 486,
Nissan,GT-R (R35) ,2017," 132,000 ","Autoshow, Wheelspin",RARE,S1 814,
Nissan,Sentra NISMO ,2018," 250,000 ","""Hard to Find""",COMMON,C 591,0
Nissan,370Z NISMO ,2019," 50,000 ",Autoshow (DLC: Car Pass),RARE,A 718,
Nissan,GT-R NISMO (R35) ,2020," 250,000 ","""Hard to Find""",EPIC,S1 846,0
Nissan,Z ,2023," 250,000 ","""Hard to Find""",RARE,A 736,
Nissan,Z NISMO ,2024," 250,000 ","""Hard to Find""",EPIC,A 765,0
Noble,M400 ,2006," 100,000 ",Autoshow (DLC: Car Pass),RARE,S1 829,
Noble,M600 ,2010," 450,000 ","""Hard to Find""",EPIC,S1 877,
Oldsmobile,Toronado ,1966," 35,000 ",Autoshow (DLC: Car Pass),COMMON,D 403,
Opel,Manta 400 ,1984," 100,000 ","Autoshow, Wheelspin",RARE,B 691,
Pagani,Zonda Cinque Roadster 'Oreo Edition' ,2009," 2,100,000 ",Gifted (Promotional: Oreo),LEGENDARY,S1 900,1
Pagani,Zonda R ,2009," 1,800,000 ","Autoshow, Wheelspin",LEGENDARY,S2 959,
Pagani,Zonda Cinque Roadster ,2010," 2,100,000 ","Autoshow, Wheelspin",LEGENDARY,S1 896,
Pagani,Huayra Coupe ,2011," 1,400,000 ","""Hard to Find""",LEGENDARY,S1 900,0
Pagani,Huayra BC Coupe ,2016," 2,700,000 ",Wheelspin,LEGENDARY,S2 929,
Pagani,Huayra BC Forza Edition ,2016," 2,700,000 ",Wheelspin,FORZA EDITION,S2 998,
Pagani,Huayra R ,2021," 3,100,000 ",Autoshow (DLC: Horizon Racing Car Pack),LEGENDARY,S2 985,-
Peel,P50 ,1962," 250,000 ","""Hard to Find""",LEGENDARY,D 100,
Peel,Trident ,1965," 25,000 ",Autoshow,RARE,D 100,
Penhall,The Cholla ,2011," 100,000 ","Autoshow, Wheelspin",RARE,B 655,
Peugeot,205 Turbo 16 ,1984," 200,000 ","Wheelspin, ""Técnicos"" accolade",LEGENDARY,B 616,0
Peugeot,205 Rallye ,1991," 20,000 ","Autoshow, Wheelspin",RARE,D 462,
Peugeot,207 Super 2000 ,2007," 150,000 ","Autoshow, Wheelspin, ""Tour for the Eyes"" accolade",RARE,A 755,
Plymouth,Fury ,1958," 250,000 ","""Hard to Find""",RARE,D 477,
Plymouth,Belvedere ,1964," 250,000 ","""Hard to Find""",RARE,C 529,
Plymouth,Barracuda Formula-S ,1968," 250,000 ","""Hard to Find""",RARE,C 550,
Plymouth,Cuda 426 HEMI ,1971," 160,000 ","Autoshow, Wheelspin",EPIC,C 547,
Polaris,RZR XP 1000 EPS ,2015," 25,000 ","Autoshow, Wheelspin",COMMON,C 501,
Polaris,RZR Pro XP Factory Racing Limited Edition ,2021," 75,000 ","Horizon Raptors: Win ""Raptor Race!"", Autoshow (DLC: Rally Adventure)",RARE,C 516,
Polaris,RZR Pro XP Ultimate ,2021," 250,000 ","""Hard to Find""",RARE,C 593,0
Pontiac,GTO ,1965," 48,000 ","Autoshow, Wheelspin",COMMON,D 484,
Pontiac,Firebird ,1968," 250,000 ","""Hard to Find""",EPIC,C 533,0
Pontiac,GTO Judge ,1969," 250,000 ","""Hard to Find""",RARE,C 545,0
Pontiac,Firebird Trans Am SD-455 ,1973," 250,000 ","""Hard to Find""",COMMON,C 551,
Pontiac,Firebird Trans Am ,1977," 45,000 ","Autoshow, Wheelspin",RARE,D 418,
Pontiac,Firebird Trans Am GTA ,1987," 25,000 ","Autoshow, Wheelspin",COMMON,D 485,
Pontiac,Firebird Trans Am GTA Forza Edition ,1987," 500,000 ",Wheelspin,FORZA EDITION,S1 900,
Porsche,#46 356 SL Gmünd Coupe ,1951," 1,000,000 ","""Hard to Find""",LEGENDARY,D 243,0
Porsche,550 Spyder ,1955," 600,000 ","""Hard to Find""",LEGENDARY,C 514,0
Porsche,356 A 1600 Super ,1959," 240,000 ","Autoshow, Wheelspin",EPIC,D 241,
Porsche,356 C Cabriolet Emory Special ,1960," 400,000 ","""Hard to Find""",EPIC,B 651,0
Porsche,906 Carrera 6 ,1966," 2,000,000 ",Autoshow,LEGENDARY,A 732,0
Porsche,#3 917 LH ,1970," 15,000,000 ","Autoshow, Wheelspin",LEGENDARY,S1 856,
Porsche,914/6 ,1970," 24,000 ","Autoshow, Wheelspin",RARE,D 427,
Porsche,#23 917/20 ,1971," 15,000,000 ",Autoshow,LEGENDARY,S1 849,
Porsche,911 Carrera RS ,1973," 350,000 ",Barn find,LEGENDARY,B 601,
Porsche,911 Turbo 3.3 ,1982," 150,000 ","Autoshow, Wheelspin",EPIC,B 666,
Porsche,#185 959 Prodrive Rally Raid ,1986," 1,500,000 ","Autoshow, Wheelspin, ""Property Purchase, Great Success"" accolade",LEGENDARY,A 742,
Porsche,959,1987," 2,000,000 ","Autoshow, Wheelspin",LEGENDARY,A 764,0
Porsche,"#65 Rothsport Racing 911 ""Desert Flyer"" ",1989," 500,000 ","Autoshow, Wheelspin",EPIC,B 694,
Porsche,944 Turbo ,1989," 35,000 ","Autoshow, Wheelspin",RARE,B 651,
Porsche,911 Reimagined by Singer - DLS ,1990," 1,800,000 ",Autoshow,EPIC,S1 830,0
Porsche,968 Turbo S ,1993," 140,000 ","Autoshow, Wheelspin",RARE,A 701,
Porsche,911 Carrera 2 by Gunther Werks ,1995," 575,000 ","""Hard to Find""",EPIC,S1 804,
Porsche,911 GT2 ,1995," 550,000 ","Autoshow, Wheelspin",EPIC,A 753,
Porsche,911 GT1 Strassenversion ,1997," 2,500,000 ","Autoshow, Wheelspin",LEGENDARY,S1 840,
Porsche,Carrera GT ,2003," 1,000,000 ","Autoshow, Wheelspin",EPIC,S1 845,
Porsche,911 GT3 ,2004," 65,000 ","Autoshow, Wheelspin",RARE,A 778,
Porsche,911 Sport Classic ,2010," 205,000 ",Autoshow (DLC: Car Pass),EPIC,A 756,
Porsche,911 GT2 RS ,2012," 240,000 ","Autoshow, Wheelspin, ""Camera Fiend"" accolade",EPIC,S1 860,
Porsche,911 GT3 RS 4.0 ,2012," 250,000 ","""Hard to Find""",EPIC,S1 825,
Porsche,911 Turbo S ,2014," 150,000 ","Autoshow, Wheelspin",RARE,S1 808,
Porsche,918 Spyder ,2014," 850,000 ","Autoshow, Wheelspin, ""My Precious"" accolade",LEGENDARY,S2 920,
Porsche,Cayman GTS ,2015," 80,000 ","Autoshow, Wheelspin",RARE,A 767,
Porsche,911 GT3 RS ,2016," 235,000 ","Autoshow, Wheelspin",EPIC,S1 864,
Porsche,Cayman GT4 ,2016," 85,000 ","Autoshow, Wheelspin",RARE,S1 819,
Porsche,#92 GT Team 911 RSR ,2017," 650,000 ","""Hard to Find""",EPIC,S2 910,
Porsche,Panamera Turbo ,2017," 150,000 ","Autoshow, Wheelspin",RARE,A 767,
Porsche,718 Cayman GTS ,2018," 90,000 ","Autoshow, Wheelspin",EPIC,A 785,
Porsche,911 GT2 RS ,2018," 315,000 ","Autoshow, Wheelspin",EPIC,S1 888,
Porsche,911 GT3 R ,2018," 500,000 ",Autoshow (DLC: Apex Allstars Car Pack),RARE,S1 890,-
Porsche,Cayenne Turbo ,2018," 220,000 ","Autoshow, Wheelspin, ""The Stars Have Aligned"" accolade",EPIC,A 744,
Porsche,Macan LPR Rally Raid ,2018," 250,000 ",Wheelspin,EPIC,B 637,
Porsche,#70 Porsche Motorsport 935 ,2019," 1,000,000 ","""Hard to Find""",LEGENDARY,S2 932,
Porsche,911 Carrera S ,2019," 105,000 ","Autoshow, Wheelspin",RARE,S1 819,
Porsche,911 GT3 RS ,2019," 255,000 ","Autoshow, Wheelspin",EPIC,S1 860,
Porsche,911 GT3 RS Forza Edition ,2019," 255,000 ",Car Collector: Porsche,FORZA EDITION,S1 900,
Porsche,911 Speedster ,2019," 275,000 ",Autoshow (DLC: Car Pass),RARE,S1 813,
Porsche,Macan Turbo ,2019," 135,000 ","Autoshow, Wheelspin, ""In It to Win It"" accolade",RARE,B 695,
Porsche,Taycan Turbo S ,2020," 185,000 ","Autoshow, Wheelspin, ""Discovery Connoisseur"" accolade",COMMON,S1 807,
Porsche,"Taycan Turbo S ""Welcome Pack"" ",2020," 185,000 ",Autoshow (DLC: Welcome Pack),COMMON,S1 900,
Porsche,911 GT3 ,2021," 250,000 ","""Hard to Find""",EPIC,S1 858,
Porsche,Mission R ,2022," 10,000,000 ","""Hard to Find""",LEGENDARY,S2 925,0
Porsche,718 Cayman GT4 RS ,2022," 150,000 ",Autoshow (DLC: Super Speed Car Pack),EPIC,S1 850,-
Porsche,911 GT3 R ,2023," 250,000 ","""Hard to Find""",EPIC,S1 890,
Porsche,911 GT3 RS ,2023," 250,000 ","""Hard to Find""",EPIC,S1 867,
Porsche,911 Rallye ,2023," 250,000 ","""Hard to Find""",RARE,A 800,
Porsche,911 Turbo S ,2023," 250,000 ","""Hard to Find""",RARE,S1 857,
Porsche,Taycan Cross Turismo Turbo S ,2023," 250,000 ","""Hard to Find""",RARE,A 800,
Radical,RXC Turbo ,2015," 330,000 ",Wheelspin,EPIC,S2 928,
RAESR,Tachyon Speed ,2019," 1,050,000 ","""Hard to Find""",EPIC,S2 983,0
RAM,2500 Power Wagon ,2017," 47,000 ","Autoshow, Wheelspin",COMMON,D 467,
Reliant,Supervan III ,1972," 35,000 ","Autoshow, Wheelspin",COMMON,D 100,
Renault,8 Gordini ,1967," 65,000 ",Autoshow (DLC: Car Pass),COMMON,D 435,
Renault,4L Export ,1968," 20,000 ",Barn find,LEGENDARY,D 100,
Renault,5 Turbo ,1980," 120,000 ","Autoshow, Wheelspin, ""Finish Stronger"" accolade",RARE,C 521,
Renault,Clio Williams ,1993," 30,000 ","Autoshow, Wheelspin",COMMON,C 511,
Renault,Mégane R26.R ,2008," 28,000 ","Autoshow, Wheelspin",RARE,B 678,
Renault,Clio R.S. ,2010," 250,000 ","""Hard to Find""",COMMON,C 592,
Renault,Megane RS 250 ,2010," 250,000 ","""Hard to Find""",COMMON,B 657,0
Renault,Clio R.S. 200 EDC ,2013," 29,000 ","Autoshow, Wheelspin",COMMON,C 595,
Renault,Clio R.S. 16 Concept ,2016," 250,000 ","""Hard to Find""",RARE,B 686,
Renault,Megane R.S. ,2018," 37,000 ","Autoshow, Wheelspin, ""Matryoshka"" accolade",RARE,B 670,
Rimac,Concept Two ,2019," 2,000,000 ","Autoshow, Wheelspin",LEGENDARY,S2 963,
Rimac,Nevera ,2021," 3,000,000 ",Autoshow,LEGENDARY,S2 968,
Rivian,R1S ,2022," 250,000 ","""Hard to Find""",RARE,A 726,0
Rivian,R1T ,2022," 250,000 ","""Hard to Find""",EPIC,A 718,0
RJ Anderson,#37 Polaris RZR-Rockstar Energy Pro 2 Truck ,2016," 500,000 ","Autoshow, Wheelspin",EPIC,A 776,
RJ Anderson,#37 Polaris RZR Pro 4 Truck ,2021," 500,000 ","Apex Predators: Win ""The Narrows"", Autoshow (DLC: Rally Adventure)",EPIC,A 776,
Rossion,Q1 ,2010," 250,000 ","""Hard to Find""",EPIC,S1 813,
Saleen,S7 ,2004," 388,000 ",Wheelspin,EPIC,S1 855,
Saleen,S7 LM ,2017," 1,000,000 ",Autoshow (DLC: American Automotive Car Pack),EPIC,S2 918,-
Saleen,S1 ,2018," 200,000 ","Autoshow, Wheelspin",EPIC,S1 821,
