Brand,Vehicle,Year,Value,Collection,Rarity,PI,Owned
Porsche,911 reimagined by Singer - DLS ,1990,1800000,"A ""Hard-to-Find"" vehicle",LEGENDARY,S1 855,
Porsche,928 GTS ,1993,250000,"A ""Hard-to-Find"" vehicle",EPIC,B 698,
Porsche,968 Turbo S ,1993,140000,Autoshow (DLC: Car Pass),RARE,A 716,
Porsche,911 Carrera 2 by Gunther Werks ,1995,500000,Autoshow,EPIC,S1 823,
Porsche,911 GT2 ,1995,550000,Autoshow,EPIC,A 774,
Porsche,911 GT1 Strassenversion ,1998,2500000,Autoshow,LEGENDARY,S1 850,
Porsche,Carrera GT ,2003,400000,Autoshow,EPIC,S1 866,
Porsche,911 GT3 ,2004,65000,Autoshow,EPIC,S1 803,
Porsche,911 GT2 RS ,2012,240000,Autoshow,EPIC,S1 882,
Porsche,911 GT3 RS 4.0 ,2012,200000,Autoshow,EPIC,S1 847,
Porsche,Cayenne Turbo ,2012,110000,Autoshow,RARE,A 740,
Porsche,911 Turbo S ,2014,150000,Autoshow,EPIC,S1 827,
Porsche,918 Spyder ,2014,850000,Autoshow,LEGENDARY,S2 942,
Porsche,Cayman GTS ,2015,80000,Reach Tier 8 in Horizon Life: Road Racing,RARE,A 791,
Porsche,Macan Turbo ,2015,105000,Autoshow,RARE,A 708,
Porsche,911 GT3 RS ,2016,235000,Autoshow,EPIC,S2 904,
Porsche,911 GT3 RS Preorder Car ,2016,235000,Gifted (Pre-Order bonus) / HL: The Eliminator - Tier 20,EPIC,S2 998,
Porsche,Cayman GT4 ,2016,85000,Autoshow,EPIC,S1 840,
Porsche,Panamera Turbo ,2017,150000,Autoshow,RARE,A 789,
Porsche,718 Cayman GTS ,2018,250000,"A ""Hard-to-Find"" vehicle",EPIC,S1 808,
Porsche,911 GT2 RS ,2018,315000,Autoshow,EPIC,S2 910,
Porsche,Cayenne Turbo ,2018,220000,A possible Wheelspin reward,RARE,A 769,
Porsche,911 Carrera S ,2019,105000,Autoshow (DLC: Car Pass),EPIC,S1 840,
Porsche,911 GT3 RS ,2019,255000,"A ""Hard-to-Find"" vehicle",EPIC,S2 915,
Porsche,Macan Turbo ,2019,105000,"A ""Hard-to-Find"" vehicle",RARE,A 720,
Quadra,Turbo-R V-Tech ,2058,1000000,"Win the ""_:NIGHTCITY.exe_"" Street Scene event",LEGENDARY,S1 890,
Quartz,Regalia,723,100000,"A ""Hard-to-Find"" vehicle",LEGENDARY,B 675,
Quartz,Regalia Type-D,723,500000,Skill Tree:  Quartz Regalia,LEGENDARY,C 597,
Radical,RXC Turbo ,2015,330000,Autoshow,EPIC,S2 958,
RAESR,Tachyon Speed ,2019,1050000,"A ""Hard-to-Find"" vehicle",LEGENDARY,S2 969,
RAM,1500 Rebel TRX Concept ,2017,100000,Expansion: Fortune Island,RARE,A 716,
RAM,2500 Power Wagon ,2017,47000,Reach Tier 8 in Horizon Life: Dirt Racing,COMMON,C 518,
Reliant,Supervan III ,1972,35000,Autoshow,COMMON,D 100,
Renault,Alpine A110 1600s ,1973,98000,Reach Tier 16 in Horizon Life: Dirt Racing,LEGENDARY,C 522,
Renault,5 Turbo ,1980,120000,Autoshow,RARE,C 512,
Renault,5 Turbo Forza Editin ,1980,316000,A possible Wheelspin reward,FORZA EDITION,S1 900,
Renault,Clio Williams ,1993,30000,Reach Tier 8 in Horizon Life: Street Scene,RARE,C 502,
Renault,Sport Clio V6 ,2003,250000,"A ""Hard-to-Find"" vehicle",RARE,B 627,
Renault,Clio RS 197 ,2007,250000,"A ""Hard-to-Find"" vehicle",COMMON,C 592,
Renault,Mégane R26.R ,2008,250000,Reach Tier 10 in Horizon Life: The Eliminator,RARE,A 704,
Renault,Clio R.S. ,2010,25000,Autoshow,COMMON,C 598,
Renault,Clio R.S. Forza Edition ,2010,275000,A possible Wheelspin reward,FORZA EDITION,A 701,
Renault,Megane R.S. 250 ,2010,30000,Autoshow,COMMON,B 666,
Renault,Clio R.S. 200 EDC ,2013,29000,Autoshow,COMMON,B 606,
Renault,Clio R.S. 16 Concept ,2016,250000,"A ""Hard-to-Find"" vehicle",RARE,A 731,
Renault,Megane R.S. ,2018,250000,"A ""Hard-to-Find"" vehicle",RARE,A 702,
Rimac,Concept Two ,2019,2000000,"A ""Hard-to-Find"" vehicle",LEGENDARY,S2 994,
RJ Anderson,#37 Polaris RZR-Rockstar Energy Pro 2 Truck ,2016,500000,Autoshow,EPIC,S1 815,
Rossion,Q1 ,2010,250000,"A ""Hard-to-Find"" vehicle",EPIC,S1 855,
Rover,SD1 Vitesse ,1984,250000,"A ""Hard-to-Find"" vehicle",RARE,D 498,
Saleen,S7 ,2004,388000,Autoshow,EPIC,S1 879,
Saleen,S5S Raptor ,2010,180000,Expansion: Fortune Island (Treasure Chest #8),EPIC,S1 873,
Saleen,S1 ,2018,250000,"A ""Hard-to-Find"" vehicle",EPIC,S1 837,
Shelby,Monaco King Cobra ,1963,550000,Autoshow (DLC: Barrett-Jackson Car Pack),LEGENDARY,S1 837,
Shelby,Cobra 427 S/C ,1965,2100000,Autoshow,LEGENDARY,B 700,
Shelby,Cobra Daytona Coupé ,1965,8000000,Autoshow,LEGENDARY,B 645,
Shelby,1000 ,2012,105000,"A ""Hard-to-Find"" vehicle",EPIC,A 782,
Spania GTA,GTA Spano ,2016,800000,Autoshow,EPIC,S2 931,
SUBARU,Legacy RS ,1990,25000,Autoshow,COMMON,C 503,
SUBARU,Impreza 22B STi ,1998,110000,Complete its Barn Find rumor,LEGENDARY,B 650,
SUBARU,Impreza WRX STi ,2004,28000,A possible Wheelspin reward,COMMON,B 670,
SUBARU,Impreza WRX STi ,2005,51000,Autoshow,COMMON,B 694,
SUBARU,Impreza WRX STI ,2008,31000,Autoshow,RARE,B 681,
SUBARU,WRX STI ,2011,33000,Autoshow,RARE,B 682,
SUBARU,BRZ ,2013,32000,Autoshow,COMMON,C 562,
SUBARU,WRX STI ,2015,42000,Autoshow,RARE,B 693,
SUBARU,#199 WRX STI VT15R Rally Car ,2016,300000,Autoshow,EPIC,A 762,
SUBARU,"#199 WRX STI VT15R Rally Car ""Welcome Pack"" ",2016,300000,Autoshow (DLC: Welcome Pack,LEGENDARY,A 800,
Sunbeam,Tiger ,1967,65000,Autoshow,RARE,D 500,
Talbot,Sunbeam Lotus ,1979,25000,Autoshow,RARE,D 469,
Tamo,Racemo ,2017,600000,Autoshow,EPIC,C 577,
Terradyne,Gurkha LAPV ,2014,450000,Autoshow,LEGENDARY,D 223,
Top Gear,Track-Tor ,2014,250000,Reach Tier 5 in Horizon Life: Top Gear,LEGENDARY,C 577,
Toyota,2000GT ,1969,750000,"A ""Hard-to-Find"" vehicle",LEGENDARY,D 447,
Toyota,Celica GT ,1974,250000,"A ""Hard-to-Find"" vehicle",RARE,D 312,
Toyota,Corolla SR5 ,1974,250000,"A ""Hard-to-Find"" vehicle",RARE,D 290,
Toyota,Sprinter Trueno GT Apex ,1985,250000,"A ""Hard-to-Find"" vehicle",EPIC,D 444,
Toyota,MR2 SC ,1989,250000,"A ""Hard-to-Find"" vehicle",RARE,D 481,
Toyota,Celica GT-Four RC ST185 ,1992,250000,"A ""Hard-to-Find"" vehicle",EPIC,C 577,
Toyota,Supra 2.0 GT ,1992,250000,"A ""Hard-to-Find"" vehicle",RARE,C 543,
Toyota,#1 T100 Baja Truck ,1993,500000,Autoshow,LEGENDARY,A 732,
Toyota,"#1 T100 Baja Truck ""Welcome Pack"" ",1993,500000,Autoshow (DLC: Welcome Pack,LEGENDARY,A 800,
Toyota,Celica GT-Four ST205 ,1994,250000,"A ""Hard-to-Find"" vehicle",RARE,C 595,
Toyota,MR2 GT ,1995,250000,"A ""Hard-to-Find"" vehicle",RARE,B 621,
Toyota,Supra RZ ,1998,250000,Autoshow,LEGENDARY,B 693,
Toyota,Hilux Arctic Trucks AT38 ,2007,55000,Autoshow,COMMON,C 516,
Toyota,GT86 ,2013,250000,"A ""Hard-to-Find"" vehicle",EPIC,C 562,
Toyota,Land Cruiser Arctic Trucks AT37 ,2016,83000,Autoshow,COMMON,D 444,
Triumph,Spitfire ,1962,20000,Complete its Barn Find rumor,RARE,D 203,
Triumph,TR3B ,1962,25000,Autoshow (DLC: Car Pass),COMMON,D 243,
Triumph,TR6 PI ,1970,25000,Autoshow (DLC: Car Pass),COMMON,D 419,
Triumph,TR7 Roadster ,1979,250000,Reach Tier 7 in Horizon Life: Horizon Super7,EPIC,D 245,
TVR,Cerbera Speed 12 ,1998,500000,Complete its Barn Find rumor,LEGENDARY,S1 874,
TVR,Tuscan S ,2001,250000,"A ""Hard-to-Find"" vehicle",RARE,A 747,
TVR,Sagaris ,2005,86000,Autoshow,EPIC,A 797,
TVR,Sagaris Forza Edition ,2005,336000,Skill Tree: TVR Sagaris,FORZA EDITION,S2 902,
TVR,Griffith ,2018,105000,Autoshow (DLC: Car Pass),RARE,S1 844,
Ultima,Evolution Coupe 1020 ,2015,130000,Reach Tier 4 in Horizon Life: The Drag Strip,EPIC,S2 998,
Vauxhall,Lotus Carlton ,1990,70000,Autoshow,RARE,B 665,
Vauxhall,VX220 Turbo ,2004,20000,Autoshow (DLC: Car Pass),COMMON,A 717,
Vauxhall,Monaro VXR ,2005,25000,Autoshow,COMMON,A 716,
Vauxhall,Corsa VXR ,2009,250000,"A ""Hard-to-Find"" vehicle",COMMON,C 600,
Vauxhall,Insignia VXR ,2010,42000,Autoshow (DLC: Car Pass),COMMON,B 676,
Vauxhall,Astra VXR ,2012,25000,Autoshow,COMMON,B 684,
Vauxhall,Corsa VXR ,2016,28000,Autoshow,COMMON,B 610,
Volkswagen,Beetle ,1963,20000,Autoshow,LEGENDARY,D 100,
Volkswagen,Type 2 De Luxe ,1963,40000,Autoshow,LEGENDARY,D 100,
Volkswagen,Type 2 De Luxe Forza Edition ,1963,290000,A possible Wheelspin reward,FORZA EDITION,S1 897,
Volkswagen,Double Cab Pick-Up ,1966,50000,Autoshow (DLC: Car Pass),RARE,D 100,
Volkswagen,Karmann Ghia ,1967,250000,"A ""Hard-to-Find"" vehicle",COMMON,D 100,
Volkswagen,Type 3 1600 L ,1967,250000,"A ""Hard-to-Find"" vehicle",COMMON,D 153,
Volkswagen,Class 5/1600 Baja Bug ,1969,60000,Autoshow,EPIC,D 407,
Volkswagen,#1107 Desert Dingo Racing Stock Bug ,1970,25000,Autoshow,EPIC,D 438,
Volkswagen,Scirocco S ,1981,20000,Autoshow,COMMON,D 264,
Volkswagen,Golf GTI ,1983,20000,Autoshow,COMMON,D 408,
Volkswagen,Golf Gti 16v Mk2 ,1992,20000,Autoshow,COMMON,D 454,
Volkswagen,Corrado VR6 ,1995,20000,Autoshow,COMMON,C 535,
Volkswagen,GTI VR6 Mk3 ,1998,25000,Autoshow,COMMON,C 512,
Volkswagen,Golf R32 ,2003,20000,Autoshow,RARE,B 630,
Volkswagen,Touareg R50 ,2008,48000,Autoshow,COMMON,B 631,
Volkswagen,Golf R ,2010,64000,A possible Wheelspin reward,RARE,B 661,
Volkswagen,Scirocco R ,2011,45000,Autoshow,RARE,B 678,
Volkswagen,Global RallyCross Beetle ,2014,500000,A possible Wheelspin reward,EPIC,S1 846,
Volkswagen,Golf R ,2014,50000,Autoshow,RARE,B 672,
Volkswagen,#34 Volkswagen Andretti Rallycross Beetle ,2017,500000,Autoshow,EPIC,S1 869,
Volkswagen,#94 Volkswagen Motorsport I.D R Pikes Peak ,2018,250000,"A ""Hard-to-Find"" vehicle",LEGENDARY,S2 998,
Volvo,242 Turbo Evolution ,1983,45000,Autoshow,COMMON,C 512,
Volvo,850 R ,1997,25000,Autoshow,COMMON,C 544,
Volvo,V60 Polestar ,2015,62000,Autoshow,RARE,B 652,
Volvo,Iron Knight ,2016,800000,Autoshow,EPIC,A 797,
VUHL,05RR ,2017,250000,"A ""Hard-to-Find"" vehicle",LEGENDARY,S2 926,
W Motors,Lykan HyperSport ,2016,3400000,Autoshow,LEGENDARY,S2 907,
Willys,MB Jeep ,1945,40000,Autoshow,COMMON,D 100,
Zenvo,ST1 ,2016,1000000,Reach Tier 10 in Horizon Life: World's Fastest,LEGENDARY,S1 900,
Zenvo,TSR-S ,2019,1200000,"A ""Hard-to-Find"" vehicle",LEGENDARY,S2 972,
